iter	Passed	Remaining
1664	169866	34177
1665	169969	34075
1666	170059	33971
1667	170162	33869
1668	170274	33769
1669	170363	33664
1670	170448	33559
1671	170581	33463
1672	170673	33359
1673	170758	33253
1674	170854	33150
1675	170947	33047
1676	171046	32944
1677	171135	32840
1678	171220	32734
1679	171315	32631
1680	171411	32528
1681	171495	32423
1682	171651	32331
1683	171736	32226
1684	171827	32122
1685	171916	32017
1686	172010	31914
1687	172129	31815
1688	172234	31713
1689	172320	31609
1690	172432	31508
1691	172530	31406
1692	172642	31306
1693	172737	31202
1694	172829	31099
1695	172920	30995
1696	173019	30892
1697	173121	30790
1698	173221	30688
1699	173302	30582
1700	173405	30481
1701	173488	30375
1702	173584	30272
1703	173722	30177
1704	173837	30077
1705	173920	29972
1706	174010	29868
1707	174098	29763
1708	174202	29662
1709	174315	29562
1710	174411	29459
1711	174501	29355
1712	174589	29251
1713	174729	29155
1714	174834	29054
1715	174925	28950
1716	175028	28848
1717	175122	28745
1718	175227	28643
1719	175323	28541
1720	175423	28438
1721	175518	28335
1722	175608	28231
1723	175694	28127
1724	175826	28030
1725	175927	27928
1726	176023	27825
1727	176123	27723
1728	176212	27619
1729	176315	27517
1730	176407	27413
1731	176501	27310
1732	176606	27209
1733	176701	27106
1734	176826	27008
1735	176918	26904
1736	177014	26801
1737	177118	26700
1738	177204	26595
1739	177294	26492
1740	177391	26389
1741	177496	26288
1742	177598	26186
1743	177696	26083
1744	177795	25981
1745	177951	25887
1746	178042	25784
1747	178123	25679
1748	178208	25574
1749	178305	25472
1750	178415	25371
1751	178501	25267
1752	178590	25163
1753	178686	25060
1754	178779	24957
1755	178901	24858
1756	178996	24755
1757	179088	24652
1758	179178	24549
1759	179268	24445
1760	179369	24343
1761	179470	24241
1762	179558	24138
1763	179650	24034
1764	179742	23931
1765	179826	23827
1766	179950	23728
1767	180053	23626
1768	180166	23526
1769	180271	23425
1770	180359	23321
1771	180451	23218
1772	180541	23114
1773	180633	23011
1774	180724	22908
1775	180822	22806
1776	180907	22702
1777	181044	22605
1778	181131	22501
1779	181216	22397
1780	181304	22294
1781	181395	22190
1782	181495	22088
1783	181579	21984
1784	181667	21881
1785	181763	21779
1786	181866	21677
1787	181963	21575
1788	182096	21477
1789	182185	21373
1790	182272	21270
1791	182370	21168
1792	182472	21066
1793	182561	20963
1794	182660	20861
1795	182750	20757
1796	182829	20653
1797	182940	20552
1798	183066	20453
1799	183181	20353
1800	183271	20250
1801	183372	20148
1802	183461	20045
1803	183573	19944
1804	183667	19842
1805	183759	19739
1806	183854	19636
1807	183942	19533
1808	184024	19429
1809	184168	19332
1810	184271	19231
1811	184362	19128
1812	184461	19026
1813	184557	18923
1814	184663	18822
1815	184747	18718
1816	184827	18615
1817	184917	18512
1818	185008	18409
1819	185102	18306
1820	185245	18209
1821	185345	18107
1822	185449	18005
1823	185540	17902
1824	185635	17800
1825	185728	17698
1826	185829	17596
1827	185928	17494
1828	186028	17392
1829	186118	17289
1830	186236	17189
1831	186364	17090
1832	186470	16988
1833	186563	16886
1834	186650	16783
1835	186734	16680
1836	186848	16579
1837	186947	16477
1838	187037	16374
1839	187113	16270
1840	187204	16168
1841	187338	16069
1842	187432	15966
1843	187519	15863
1844	187613	15761
1845	187707	15659
1846	187797	15556
1847	187889	15454
1848	187986	15352
1849	188083	15249
1850	188178	15147
1851	188283	15046
1852	188398	14945
1853	188486	14843
1854	188581	14740
1855	188668	14638
1856	188756	14535
1857	188848	14432
1858	188939	14330
1859	189031	14228
1860	189117	14125
1861	189215	14023
1862	189347	13924
1863	189441	13821
1864	189548	13720
1865	189646	13618
1866	189737	13516
1867	189837	13414
1868	189925	13312
1869	190026	13210
1870	190121	13108
1871	190209	13005
1872	190300	12903
1873	190463	12805
1874	190569	12704
1875	190668	12602
1876	190756	12500
1877	190851	12398
1878	190955	12296
1879	191044	12194
1880	191131	12091
1881	191230	11990
1882	191325	11888
1883	191446	11787
1884	191557	11686
1885	191666	11585
1886	191767	11483
1887	191854	11381
1888	191962	11279
1889	192050	11177
1890	192156	11076
1891	192264	10974
1892	192369	10873
1893	192522	10774
1894	192628	10673
1895	192724	10571
1896	192823	10469
1897	192920	10367
1898	193026	10266
1899	193121	10164
1900	193213	10062
1901	193314	9960
1902	193407	9858
1903	193517	9757
1904	193660	9657
1905	193766	9556
1906	193863	9454
1907	193971	9352
1908	194072	9251
1909	194177	9149
1910	194279	9048
1911	194382	8946
1912	194477	8844
1913	194605	8744
1914	194697	8641
1915	194788	8539
1916	194888	8438
1917	194976	8335
1918	195070	8233
1919	195167	8131
1920	195258	8029
1921	195350	7927
1922	195452	7826
1923	195575	7725
1924	195747	7626
1925	195841	7524
1926	195942	7422
1927	196033	7320
1928	196130	7218
1929	196226	7117
1930	196335	7015
1931	196430	6913
1932	196529	6811
1933	196637	6710
1934	196795	6610
1935	196880	6508
1936	196983	6406
1937	197104	6305
1938	197217	6204
1939	197307	6102
1940	197402	6000
1941	197512	5898
1942	197603	5796
1943	197692	5694
1944	197837	5594
1945	197941	5492
1946	198030	5390
1947	198133	5288
1948	198236	5187
1949	198339	5085
1950	198446	4984
1951	198531	4881
1952	198627	4780
1953	198721	4678
1954	198874	4577
1955	198983	4476
1956	199080	4374
1957	199182	4272
1958	199282	4170
1959	199390	4069
1960	199485	3967
1961	199585	3865
1962	199684	3763
1963	199775	3661
1964	199915	3560
1965	200013	3459
1966	200099	3357
1967	200199	3255
1968	200305	3153
1969	200413	3051
1970	200510	2950
1971	200598	2848
1972	200686	2746
1973	200793	2644
1974	200925	2543
1975	201018	2441
1976	201112	2339
1977	201217	2238
1978	201332	2136
1979	201438	2034
1980	201548	1933
1981	201657	1831
1982	201763	1729
1983	201880	1628
1984	202066	1526
1985	202153	1425
1986	202247	1323
1987	202336	1221
1988	202438	1119
1989	202556	1017
1990	202657	916
1991	202750	814
1992	202850	712
1993	202957	610
1994	203124	509
1995	203230	407
1996	203324	305
1997	203419	203
1998	203520	101
1999	203622	0
